"month","operator","distance_bin_miles","trips","avg_distance_miles","avg_base_fare","avg_total_fare","fare_p50","fare_p90","avg_duration_min","sum_base_fare","sum_miles"
"2025-12-01","Lyft",4,460179,4.476,26.14,31.51,24.22,36.42,22.58,12030743.73,2059776.67
"2025-12-01","Lyft",5,337810,5.472,29.51,35.57,27.41,41.24,24.97,9969697.75,1848586.71
"2025-12-01","Lyft",6,250409,6.477,32.54,39.28,30.2,45.52,26.77,8147430.9,1622013.13
"2025-12-01","Lyft",7,193140,7.48,37.28,45.22,34.42,52.66,28.68,7200606.31,1444613.48
"2025-12-01","Lyft",8,155751,8.482,41.54,51.15,38.25,58.96,30.59,6470547.23,1321128.07
"2025-12-01","Lyft",9,134753,9.489,46.08,57.01,42.43,65.93,32.59,6209591.58,1278721.89
"2025-12-01","Lyft",10,112024,10.474,49.96,61.11,46.08,71.03,34.27,5596916.67,1173300.17
"2025-12-01","Lyft",11,81880,11.473,52.38,63.53,48.56,73.49,36.27,4288750.76,939420.4
"2025-12-01","Lyft",12,62125,12.476,55.25,67.13,51.24,76.96,38.18,3432263.16,775085.4
"2025-12-01","Lyft",13,52216,13.493,59.69,73.26,55.34,83.54,39.63,3116849.84,704571.83
"2025-12-01","Lyft",14,47303,14.49,63.89,78.06,59.6,88.67,41.47,3022125.71,685403.54
"2025-12-01","Lyft",15,39842,15.489,67.24,81.93,62.44,94.27,43.42,2679054.78,617103.18
"2025-12-01","Lyft",16,43430,16.515,74.43,91.75,69.3,105.23,46.13,3232543.53,717267.9
"2025-12-01","Lyft",17,46530,17.488,80.74,99.06,75.4,113.25,49.63,3756940.54,813701.98
"2025-12-01","Lyft",18,33112,18.462,82.4,100.24,76.91,115.32,50.87,2728336.23,611315.8
"2025-12-01","Lyft",19,22652,19.471,83.03,100.8,77.63,115.23,50.34,1880706.78,441057.07
"2025-12-01","Lyft",20,16334,20.475,84.34,102.26,78.9,116.04,51.18,1377574.38,334443.1
"2025-12-01","Lyft",21,12449,21.478,86.63,104.84,80.86,119.17,52.09,1078497.96,267383.32
"2025-12-01","Lyft",22,10304,22.483,88.5,107.26,82.85,120.32,52.5,911910.51,231664.26
"2025-12-01","Lyft",23,8826,23.481,90.28,109.25,85.23,121.49,52.33,796828.04,207245.36
"2025-12-01","Lyft",24,7796,24.496,92.2,111.16,86.81,124.42,52.6,718779.86,190971.8
"2025-12-01","Lyft",25,7815,25.505,94.92,113.9,89.54,127.33,53.32,741774,199319.87
"2025-12-01","Lyft",26,7215,26.484,98.78,117.96,92.65,134.74,54.47,712690.02,191082.02
"2025-12-01","Lyft",27,6619,27.5,102.53,122.68,96.33,137.3,55.52,678674.21,182020.79
"2025-12-01","Lyft",28,6166,28.477,105.62,126.18,99.52,141.2,56.41,651279.34,175588.07
"2025-12-01","Lyft",29,4669,29.483,108.33,129.11,102.23,144.23,58.6,505815.74,137656.62
"2025-12-01","Lyft",30,3932,30.492,112.42,133.81,105.32,150.47,58.99,442033.36,119895.05
"2025-12-01","Lyft",31,3696,31.496,114.66,135.6,108.17,150.58,59.89,423773.96,116408.28
"2025-12-01","Lyft",32,3350,32.497,118.06,138.7,111.25,154.46,60.99,395491.52,108866.09
"2025-12-01","Lyft",33,2707,33.471,121.31,142.18,114.43,159.45,62.44,328376.69,90604.98
"2025-12-01","Lyft",34,2420,34.487,123.68,144.06,116.79,163.42,63.63,299315.56,83458.77
"2025-12-01","Lyft",35,2226,35.492,125.23,146.01,117.97,162.96,64.21,278772.7,79006.28
"2025-12-01","Lyft",36,1913,36.496,129.58,150.86,122.8,168.13,65.61,247886.5,69816.57
"2025-12-01","Lyft",37,1724,37.494,133.16,153.99,124.77,173.02,66.6,229560.05,64639.32
"2025-12-01","Lyft",38,1858,38.503,133.94,153.94,126.44,173.54,67.23,248853.17,71539.03
"2025-12-01","Lyft",39,1621,39.497,135.51,155.8,129.64,174.94,68.07,219667.28,64024.83
"2025-12-01","Lyft",40,1336,40.48,139.25,159.53,131.3,179.1,70.09,186043.36,54080.71
"2025-12-01","Lyft",41,1235,41.49,143.18,164.12,134.83,189.48,70.16,176829.83,51240.67
"2025-12-01","Lyft",42,1095,42.506,146.65,167.32,138.84,188.48,72.95,160578.87,46543.63
"2025-12-01","Lyft",43,1074,43.505,148.46,169.24,139.76,192.81,72.48,159445.28,46724.9
"2025-12-01","Lyft",44,969,44.501,150.42,171.31,142.29,194.51,72.73,145759.62,43121.43
"2025-12-01","Lyft",45,917,45.484,154.85,176.19,146.88,200.93,74.37,142000.31,41708.56
"2025-12-01","Lyft",46,770,46.507,157.68,179.38,148.16,205.35,75.7,121413.61,35810.06
"2025-12-01","Lyft",47,717,47.482,162.82,185.41,154.14,212.49,78.29,116738.95,34044.88
"2025-12-01","Lyft",48,631,48.485,165.75,188.56,156.98,213.68,78.61,104588.36,30593.83
"2025-12-01","Lyft",49,667,49.496,166.65,189.52,158.38,218.33,78.67,111158.4,33014.04
"2025-12-01","Lyft",50,556,50.484,176.44,199.78,166.84,234.86,80.37,98102.27,28069.27
"2025-12-01","Lyft",51,508,51.479,179.4,202.67,171.43,237.15,82.01,91133.87,26151.47
"2025-12-01","Lyft",52,401,52.505,181.25,203.74,171.58,238.23,83.34,72680.75,21054.61
"2025-12-01","Lyft",53,370,53.506,185.29,208.3,176.03,232.02,83.69,68558.57,19797.36
"2025-12-01","Lyft",54,307,54.495,194.57,218.23,183.89,261.22,85.94,59731.89,16729.9
"2025-12-01","Lyft",55,303,55.469,202.66,226.8,190.82,269.95,86.35,61406.62,16807.02
"2025-12-01","Lyft",56,261,56.481,196.28,219.36,185.64,249.3,87.64,51228.16,14741.52
"2025-12-01","Lyft",57,262,57.497,197.65,221.25,188.09,257.9,86.28,51784.17,15064.29
"2025-12-01","Lyft",58,229,58.493,199.95,222.89,188.16,253.83,89.84,45787.42,13394.83
"2025-12-01","Lyft",59,212,59.493,204.15,228.27,191.88,264.88,92.21,43279.85,12612.49
"2025-12-01","Lyft",60,2786,81.496,264.64,295.24,239.26,377.71,114.97,737280.41,227047.51
"2025-12-01","Uber",0,1922242,0.736,10.74,13.08,8.4,18.14,6.31,20654468.43,1414498.79
"2025-12-01","Uber",1,3989665,1.457,14.77,17.69,11.63,25.59,10.75,58908190.69,5810993.66
"2025-12-01","Uber",2,2349617,2.455,20.05,23.66,16.21,33.24,15.69,47116808.85,5769236.17
"2025-12-01","Uber",3,1578939,3.466,24.01,28.4,20.31,38.23,19.44,37918069.91,5472754.71
"2025-12-01","Uber",4,1129836,4.47,27.4,32.7,23.52,43.13,22.47,30951885.88,5049863.36
"2025-12-01","Uber",5,844305,5.471,30.73,36.72,26.39,48.81,24.87,25948144.65,4619056.04
"2025-12-01","Uber",6,646618,6.476,33.16,39.75,28.7,52.01,26.63,21441349.03,4187443.46
"2025-12-01","Uber",7,527602,7.481,36.69,44.38,31.81,57.52,28.49,19359387.87,3946953.12
"2025-12-01","Uber",8,459821,8.485,40.96,50.49,35.46,65.53,30.57,18832091.15,3901557.13
"2025-12-01","Uber",9,422294,9.489,46.83,58.27,40.43,76.84,32.76,19774013.23,4007078.84
"2025-12-01","Uber",10,353258,10.472,50.19,61.88,43.97,81.01,34.36,17728332.41,3699200.77
"2025-12-01","Uber",11,259065,11.472,50.92,62.09,45.25,79.53,36.35,13191245.27,2971963.76
"2025-12-01","Uber",12,202089,12.472,53.19,64.83,47.48,82.27,38.14,10749632.85,2520365.04
"2025-12-01","Uber",13,168418,13.487,57.78,70.82,51.51,90.41,39.68,9731249.66,2271490.58
"2025-12-01","Uber",14,151135,14.483,62.53,76.33,56.29,97.64,41.44,9450957.37,2188897.54
"2025-12-01","Uber",15,126280,15.479,66.63,80.93,60,104.08,43.57,8413621.59,1954693.94
"2025-12-01","Uber",16,130943,16.515,77.18,95.07,70.14,121.76,45.99,10106396.19,2162563.09
"2025-12-01","Uber",17,148602,17.49,87.58,107.82,80.31,136.67,50.03,13014662.5,2599107.63
"2025-12-01","Uber",18,108723,18.457,87.14,106.46,79.74,135.62,51.27,9474228.04,2006673.05
"2025-12-01","Uber",19,75203,19.47,86.52,105.2,79.38,133.48,50.87,6506541.35,1464239.74
"2025-12-01","Uber",20,56626,20.468,89.98,109.17,82.89,138.67,51.83,5095269.43,1159044.85
"2025-12-01","Uber",21,41595,21.474,94.51,114.21,87.44,144.94,53.35,3931004.32,893205.83
"2025-12-01","Uber",22,32545,22.477,98.24,118.28,90.66,149.58,53.52,3197244.21,731502.74
"2025-12-01","Uber",23,26371,23.483,101.87,122.36,94.29,155.42,53.82,2686350.25,619270.07
"2025-12-01","Uber",24,22611,24.485,106.33,127.17,98.26,161.66,53.88,2404192.44,553636.59
"2025-12-01","Uber",25,20948,25.485,111.96,133.6,104.63,167.24,54.69,2345406.87,533857.25
"2025-12-01","Uber",26,19384,26.483,117.59,140.16,109.6,174.76,55.5,2279356.51,513344.18
"2025-12-01","Uber",27,17296,27.492,124.41,148.23,116.46,183.36,56.85,2151790.79,475506.94
"2025-12-01","Uber",28,15488,28.471,129.28,153.9,121.02,188.66,58.19,2002239.06,440960.32
"2025-12-01","Uber",29,12153,29.484,134.31,158.71,125.39,196.21,59.2,1632241.55,358324.87
"2025-12-01","Uber",30,10047,30.478,139.64,163.83,130.58,201.83,60,1402955.72,306213.79
"2025-12-01","Uber",31,8787,31.484,143.3,167.5,134.21,206.56,60.69,1259141.44,276646.06
"2025-12-01","Uber",32,8357,32.491,147.46,171.02,138.12,210.11,61.27,1232342.27,271530.19
"2025-12-01","Uber",33,7020,33.482,152.64,176.51,142.57,219.91,62.52,1071511.94,235046.37
"2025-12-01","Uber",34,6030,34.489,158.9,182.42,147.89,228.59,63.76,958161.6,207970.07
"2025-12-01","Uber",35,5542,35.488,161.99,185.67,151.57,228.59,64.74,897725.22,196672.68
"2025-12-01","Uber",36,5191,36.485,165.09,189.39,154.19,232.99,66.31,856957.61,189395.89
"2025-12-01","Uber",37,4684,37.483,170.45,194.18,158.31,240.71,66.8,798398.97,175572.69
"2025-12-01","Uber",38,4345,38.495,173.39,196.97,161.22,244.66,67.98,753384.59,167260.66
"2025-12-01","Uber",39,3968,39.481,178.65,201.62,166.25,250.92,68.91,708867.99,156659.68
"2025-12-01","Uber",40,3325,40.484,180.88,204.34,168.61,253.59,70.17,601427.53,134608.09
"2025-12-01","Uber",41,3048,41.485,186.13,210.57,172.77,260.5,71.19,567322.28,126445.7
"2025-12-01","Uber",42,2630,42.486,189.24,213.21,177.03,265.21,71.82,497704.43,111739.08
"2025-12-01","Uber",43,2590,43.483,194.93,219.25,182.11,269.89,72.47,504876.85,112621.82
"2025-12-01","Uber",44,2417,44.498,198.25,222.2,186.04,277.74,73.55,479164.38,107552.56
"2025-12-01","Uber",45,2296,45.491,204.48,229.24,189.25,283.67,74.38,469484.36,104448.26
"2025-12-01","Uber",46,2128,46.497,208.16,233.23,193.81,289.57,75.83,442957.05,98944.63
"2025-12-01","Uber",47,2008,47.495,211.52,236.92,198.04,294.53,77.15,424730.65,95370.6
"2025-12-01","Uber",48,1772,48.481,215.22,240.82,201.84,298.92,77.9,381377.54,85908.41
"2025-12-01","Uber",49,1704,49.493,214.64,240.88,202.86,295.95,78.85,365738.09,84336.34
"2025-12-01","Uber",50,1713,50.485,222.1,248.81,206.55,307.49,80.97,380448.85,86481.64
"2025-12-01","Uber",51,1584,51.485,226.2,253.04,212.98,313.55,81.77,358295.61,81551.82
"2025-12-01","Uber",52,1451,52.47,227.9,254.39,213.97,313.44,83.67,330689.66,76134.68
"2025-12-01","Uber",53,1249,53.498,231,257.69,216.94,324.02,84.79,288513.65,66819.24
"2025-12-01","Uber",54,1137,54.482,231.34,257.95,217.98,322.24,86.21,263038.1,61946.04
"2025-12-01","Uber",55,1010,55.493,236.6,262.51,221.44,330.69,88.82,238969.02,56048.12
"2025-12-01","Uber",56,935,56.484,236.67,262.9,222.59,328.71,89.2,221286.17,52812.9
"2025-12-01","Uber",57,876,57.499,245.07,271.08,229.95,335.73,89.21,214678.2,50369.2
"2025-12-01","Uber",58,805,58.486,243.67,271.36,229.07,340.26,89.86,196152.12,47081.55
"2025-12-01","Uber",59,766,59.5,240.65,268.4,228.35,332.27,89.76,184341.01,45576.91
"2025-12-01","Uber",60,9045,80.421,299.96,333.47,268.55,435.92,114.53,2713171.6,727407.52
"2026-01-01","Lyft",0,823051,0.721,8.58,10.45,7.34,12.53,6.39,7060939.52,593323.34
"2026-01-01","Lyft",1,1431043,1.468,13.23,15.88,11.87,19.4,10.96,18928888.45,2100764.39
"2026-01-01","Lyft",2,874037,2.46,18.15,21.53,16.88,25.7,15.71,15866587.01,2150191.38
"2026-01-01","Lyft",3,571720,3.467,22.51,26.86,21.14,31.15,19.18,12867747.28,1982160.34
"2026-01-01","Lyft",4,408055,4.473,26.31,31.73,24.88,35.8,21.89,10735088.79,1825196.06
"2026-01-01","Lyft",5,294292,5.47,29.77,35.87,28.01,40.73,24.14,8759872.26,1609855.09
"2026-01-01","Lyft",6,216641,6.476,32.81,39.59,30.74,44.82,25.81,7107199.54,1402909.3
"2026-01-01","Lyft",7,174356,7.483,36.36,44.14,34.04,50.01,27.46,6339548.21,1304663.33
"2026-01-01","Lyft",8,142453,8.485,39.88,49.21,37.34,54.79,29.11,5680942.05,1208683.19
"2026-01-01","Lyft",9,123013,9.487,43.74,54.41,40.97,59.88,30.69,5381043.79,1167023.02
"2026-01-01","Lyft",10,99350,10.472,47.29,58.08,44.26,64.79,32.27,4698256.31,1040434.16
"2026-01-01","Lyft",11,73859,11.476,49.75,60.47,46.58,67.52,34.37,3674198.52,847620.65
"2026-01-01","Lyft",12,55289,12.475,52.58,64.02,49.25,71,36.24,2907354.75,689728.36
"2026-01-01","Lyft",13,46199,13.49,56.41,69.26,52.76,76.4,37.43,2606308.66,623227.62
"2026-01-01","Lyft",14,40968,14.493,59.93,73.27,56.36,79.83,38.66,2455304.33,593747.22
"2026-01-01","Lyft",15,35103,15.486,62.95,76.66,59.07,84.43,40.05,2209836.68,543618.87
"2026-01-01","Lyft",16,36701,16.515,69.09,85.35,64.72,93.94,41.93,2535489.23,606126.24
"2026-01-01","Lyft",17,41245,17.494,74.84,92.43,70.33,102.06,44.8,3086601.68,721558.54
"2026-01-01","Lyft",18,31542,18.464,77.2,94.17,72.56,104.94,46.65,2435166.51,582400.89
"2026-01-01","Lyft",19,20598,19.467,78.48,95.41,73.69,106.07,47.02,1616436.97,400989.33
"2026-01-01","Lyft",20,15414,20.476,79.61,96.71,74.86,106.48,47.6,1227136.14,315615.94
"2026-01-01","Lyft",21,11613,21.478,83.17,100.76,77.71,113.35,49.06,965900.85,249419.01
"2026-01-01","Lyft",22,9271,22.484,85.35,103.42,79.82,115.34,49.42,791301.57,208448.2
"2026-01-01","Lyft",23,7627,23.482,86.82,105.19,81.88,115.67,49.8,662160.66,179099.35
"2026-01-01","Lyft",24,6778,24.502,89.04,107.6,84.33,117.16,50.01,603522.21,166077.39
"2026-01-01","Lyft",25,6658,25.499,91.41,109.84,86.28,122.3,50.65,608619.82,169770.21
"2026-01-01","Lyft",26,6013,26.486,93.72,112.07,88.56,124.87,51.3,563547.89,159260.1
"2026-01-01","Lyft",27,5834,27.503,97.1,116.31,92.02,129.21,52.09,566499.12,160450.98
"2026-01-01","Lyft",28,5247,28.483,101.01,120.89,95.67,134.87,53.5,529978.9,149452.53
"2026-01-01","Lyft",29,4014,29.47,103.78,124.12,97.55,138.71,54.83,416579.2,118293.08
"2026-01-01","Lyft",30,3346,30.48,108.7,129.84,102.73,144.22,56.19,363709.57,101986.12
"2026-01-01","Lyft",31,2975,31.497,110.6,131.4,105.1,144.51,56.4,329029.65,93704.09
"2026-01-01","Lyft",32,2815,32.489,113.57,133.89,108.5,145.02,57.04,319694.73,91456.54
"2026-01-01","Lyft",33,2260,33.492,116.94,137.58,110.65,153.14,58.59,264273.55,75691.43
"2026-01-01","Lyft",34,2038,34.489,119.08,139.48,113.27,155.1,59.48,242689.67,70288.88
"2026-01-01","Lyft",35,1808,35.497,123.69,144.54,116.95,159.89,60.62,223633.8,64178.98
"2026-01-01","Lyft",36,1614,36.493,125.81,146.39,118.69,162.66,61.38,203051.81,58900.14
"2026-01-01","Lyft",37,1509,37.489,128.17,148.74,122.48,167.58,63.14,193410.18,56570.81
"2026-01-01","Lyft",38,1462,38.502,131.23,151.49,124.19,170.85,63.96,191854.91,56289.84
"2026-01-01","Lyft",39,1330,39.475,134.11,154.83,128.45,171.08,65.42,178359.71,52502.12
"2026-01-01","Lyft",40,1100,40.49,136.67,157.51,129.84,176.65,66.36,150332.96,44539.38
"2026-01-01","Lyft",41,1004,41.498,139.49,160.49,132.77,178.37,67.29,140051.62,41664.28
"2026-01-01","Lyft",42,899,42.511,143.57,164.92,135.71,190.35,67.78,129068.58,38216.95
"2026-01-01","Lyft",43,827,43.496,145.25,166.33,137.72,186.26,69.03,120121.39,35971.48
"2026-01-01","Lyft",44,836,44.519,147.91,169.35,140.02,191.36,69.47,123653.47,37217.74
"2026-01-01","Lyft",45,727,45.474,150.8,172.53,143.75,197.49,71.46,109634.94,33059.5
"2026-01-01","Lyft",46,646,46.518,153.27,175.62,146.19,200.43,72.01,99013.92,30050.88
"2026-01-01","Lyft",47,569,47.508,157.09,179.44,149.71,200.84,73.65,89386.59,27031.98
"2026-01-01","Lyft",48,518,48.503,162.11,183.85,154.86,210.8,74.12,83971.68,25124.72
"2026-01-01","Lyft",49,545,49.512,166.46,190.14,158.42,214.25,75.14,90723.2,26983.86
"2026-01-01","Lyft",50,469,50.451,173.71,196.94,164.68,226.31,75.58,81469,23661.73
"2026-01-01","Lyft",51,453,51.484,178.23,201.37,171.55,233.78,78.32,80737.29,23322.3
"2026-01-01","Lyft",52,369,52.491,181.12,204.03,169.86,235.47,78.8,66832.57,19369.36
"2026-01-01","Lyft",53,342,53.494,184.75,208.34,176.39,239.44,80.25,63183.64,18294.99
"2026-01-01","Lyft",54,270,54.487,189.82,214.4,177.74,238.69,81.37,51250.78,14711.55
"2026-01-01","Lyft",55,250,55.481,187.45,212.08,178.63,235.05,82.78,46861.33,13870.3
"2026-01-01","Lyft",56,218,56.503,188.33,211.95,182.88,243.33,83.24,41056.5,12317.69
"2026-01-01","Lyft",57,204,57.496,193.44,216.62,180.36,239.83,86.97,39461.76,11729.24
"2026-01-01","Lyft",58,167,58.487,196.52,220.85,187.4,249.79,86.59,32818.66,9767.29
"2026-01-01","Lyft",59,162,59.446,205.19,230.14,188.97,280.61,88.33,33240.69,9630.3
"2026-01-01","Lyft",60,2321,80.927,263.35,294.56,234.01,379.44,111.24,611229.85,187830.94
"2026-01-01","Uber",0,1880070,0.737,10.48,12.82,8.78,16.15,6.23,19710428.23,1385902.07
"2026-01-01","Uber",1,3923927,1.456,14.06,16.91,11.82,22.35,10.52,55153324.13,5712467.49
"2026-01-01","Uber",2,2285746,2.454,19.04,22.51,16.32,29.74,15.4,43509902.59,5609530.18
"2026-01-01","Uber",3,1511585,3.465,22.92,27.14,20.26,34.99,19.06,34645657.81,5237824.54
"2026-01-01","Uber",4,1078836,4.469,26.05,31.15,23.29,39.45,21.84,28106881.65,4820993.59
"2026-01-01","Uber",5,797887,5.471,28.98,34.69,25.95,44.25,23.96,23119934.58,4364927.94
"2026-01-01","Uber",6,612428,6.476,31.56,37.93,28.15,48.2,25.57,19327705.93,3965906.13
"2026-01-01","Uber",7,490437,7.477,34.75,42.18,31.05,52.88,27.23,17043590.66,3667161.62
"2026-01-01","Uber",8,420392,8.485,38.2,47.42,34.23,58.26,28.72,16059604,3566986.78
"2026-01-01","Uber",9,381602,9.486,43.44,54.58,38.89,67.57,30.44,16577718.11,3619851.14
"2026-01-01","Uber",10,315164,10.47,46.82,58.15,42.2,72.32,32.22,14754587.94,3299765.57
"2026-01-01","Uber",11,226211,11.473,47.95,58.64,43.61,72,34.3,10846612.98,2595290.89
"2026-01-01","Uber",12,174483,12.472,50.37,61.59,46.05,75.19,36,8788228.9,2176118.52
"2026-01-01","Uber",13,142000,13.483,54.78,67.36,49.85,83.09,37.38,7778082.68,1914577.93
"2026-01-01","Uber",14,125525,14.485,59.07,72.32,54.14,89.16,38.67,7415040.38,1818276.73
"2026-01-01","Uber",15,107409,15.478,62.33,75.89,57.44,92.96,40.32,6694934.9,1662453.87
"2026-01-01","Uber",16,111108,16.517,71.89,89.12,66.54,109.85,41.96,7987865.86,1835193.18
"2026-01-01","Uber",17,132686,17.496,81.98,102.06,76.35,124.34,45.55,10876982.96,2321441.89
"2026-01-01","Uber",18,99658,18.456,82.12,101.17,76.1,124.33,47.02,8183806.66,1839321.36
"2026-01-01","Uber",19,66942,19.461,82.1,100.44,76.26,123.12,47.24,5495608.98,1302770.45
"2026-01-01","Uber",20,48703,20.469,85.74,104.59,80.38,127.08,48.14,4175700.47,996909.39
"2026-01-01","Uber",21,34635,21.47,90.3,109.71,85.04,134.59,49.97,3127419.51,743619.85
"2026-01-01","Uber",22,26637,22.478,94.36,114.28,88.8,139.19,50.54,2513435.28,598735.54
"2026-01-01","Uber",23,21270,23.478,97.17,117.43,91.78,142.7,50.61,2066813.88,499387.6
"2026-01-01","Uber",24,18173,24.489,101.75,122.53,96.51,147.93,51.02,1849046.24,445038.44
"2026-01-01","Uber",25,16472,25.48,106.68,127.99,101.16,155.6,51.46,1757242.59,419713.11
"2026-01-01","Uber",26,14876,26.482,111.27,133.23,105.51,160.65,52.32,1655317.4,393950.06
"2026-01-01","Uber",27,13370,27.494,117.24,140.5,111.04,167.77,53,1567457.5,367598.58
"2026-01-01","Uber",28,11613,28.471,121.79,146.18,115.59,172.87,54.58,1414380.23,330629.96
"2026-01-01","Uber",29,9136,29.476,127.49,151.77,120.15,181.95,55.51,1164749.3,269295.44
"2026-01-01","Uber",30,7771,30.484,134.07,158.2,126.42,191.8,56.34,1041850.68,236888.49
"2026-01-01","Uber",31,6721,31.488,136.96,160.71,129.69,191.24,57.05,920492.22,211628.02
"2026-01-01","Uber",32,6346,32.486,139.9,163.3,132.32,195.16,57.23,887790.01,206156.6
"2026-01-01","Uber",33,5332,33.483,144.99,168.82,136.28,204.92,59.02,773060.29,178533.31
"2026-01-01","Uber",34,4796,34.487,149.33,172.82,141.15,208.31,59.93,716192.24,165398.45
"2026-01-01","Uber",35,4409,35.487,154.89,178.35,145.88,215.77,61.23,682895.18,156460.52
"2026-01-01","Uber",36,4083,36.492,155.12,179.74,146.43,215.04,62.29,633344.72,148996.49
"2026-01-01","Uber",37,3387,37.48,161.49,186.1,151.9,226.22,63.24,546963.14,126943.43
"2026-01-01","Uber",38,3292,38.486,167.4,191.25,156.4,232.57,64.44,551096.05,126696.79
"2026-01-01","Uber",39,3142,39.49,171.38,194.27,160.42,238.52,65.3,538472.89,124078.2
"2026-01-01","Uber",40,2500,40.483,171.17,194.91,161.88,236.71,66.41,427924.7,101207.57
"2026-01-01","Uber",41,2173,41.494,176.61,201.24,166.63,246.09,67.48,383772.67,90165.87
"2026-01-01","Uber",42,2117,42.49,181.65,206.06,171.05,251,68.19,384556.59,89951.97
"2026-01-01","Uber",43,1915,43.498,186.67,211.27,176.2,257.14,68.77,357477.8,83298.33
"2026-01-01","Uber",44,1837,44.485,189.59,214.07,178.28,259.07,69.82,348281.06,81718.04
"2026-01-01","Uber",45,1789,45.477,193.18,218.52,181.65,267.54,70.87,345595.85,81359.08
"2026-01-01","Uber",46,1626,46.485,194.08,220.24,182.78,267.45,72.43,315566.9,75585.18
"2026-01-01","Uber",47,1517,47.481,199.68,225.69,187.8,269.31,72.81,302907.59,72028.91
"2026-01-01","Uber",48,1400,48.496,203.02,229.93,190.36,279.67,73.73,284222.96,67894.09
"2026-01-01","Uber",49,1405,49.496,206.21,233.76,192.94,283.39,75.7,289726.95,69541.91
"2026-01-01","Uber",50,1372,50.495,210.75,238.13,197.62,290.25,77.54,289153.61,69279.24
"2026-01-01","Uber",51,1325,51.481,213.14,241.06,199.99,296.91,78.37,282412.45,68212.09
"2026-01-01","Uber",52,1160,52.478,213.46,241.49,200.72,299.34,79.3,247608.8,60874.28
"2026-01-01","Uber",53,1043,53.471,219.91,248.04,206.7,304.55,80.79,229361.12,55770.47
"2026-01-01","Uber",54,856,54.469,221.59,248.97,208,309.44,82.37,189679.26,46625.43
"2026-01-01","Uber",55,741,55.48,225.33,251.57,213.71,308.98,83.44,166972.43,41110.49
"2026-01-01","Uber",56,725,56.502,228.08,254.62,216.73,317.88,83.55,165357.31,40963.71
"2026-01-01","Uber",57,682,57.475,230.38,257.58,214.48,321.8,85.92,157122.48,39198.11
"2026-01-01","Uber",58,600,58.488,229.14,257.11,218.14,316.38,85.51,137483.2,35093.06
"2026-01-01","Uber",59,544,59.48,231.43,260.53,219.67,312.33,87.38,125898.52,32357.3
"2026-01-01","Uber",60,7972,81.718,293.66,328.13,261.95,419.93,111.96,2341072.38,651454.72
"2026-02-01","Lyft",0,864893,0.722,8.7,10.51,7.8,12.76,6.54,7521148.27,624097.01
"2026-02-01","Lyft",1,1519921,1.465,13.5,16.07,12.34,19.9,11.25,20511848.77,2226516.06
"2026-02-01","Lyft",2,909583,2.46,18.59,21.87,17.06,26.76,16.19,16906568.38,2237493.87
"2026-02-01","Lyft",3,587987,3.466,23.08,27.35,21.52,32.67,19.81,13570956.56,2038012.54
"2026-02-01","Lyft",4,406848,4.472,27.25,32.62,25.7,37.92,22.64,11087740.69,1819404.91
"2026-02-01","Lyft",5,289332,5.469,30.83,36.9,28.93,42.94,24.96,8919920.18,1582424.32
"2026-02-01","Lyft",6,211381,6.476,33.99,40.78,31.7,47.36,26.66,7185543.77,1368955.8
"2026-02-01","Lyft",7,157723,7.475,38.73,46.71,36.13,53.87,28.44,6107991.36,1178949.35
"2026-02-01","Lyft",8,125080,8.482,42.57,52.22,39.76,58.61,30.16,5324743.75,1060975.53
"2026-02-01","Lyft",9,107667,9.488,46.5,57.52,43.52,63.61,31.97,5006092.46,1021509.3
"2026-02-01","Lyft",10,87755,10.474,50.4,61.51,47.14,68.91,33.75,4422414.9,919186.95
"2026-02-01","Lyft",11,64597,11.476,53.51,64.65,49.99,72.72,36.02,3456749.63,741288.97
"2026-02-01","Lyft",12,48637,12.477,56.58,68.35,52.95,76.18,37.96,2751834.65,606830.05
"2026-02-01","Lyft",13,40258,13.489,60.69,73.74,56.79,82.04,39.12,2443173.92,543048.6
"2026-02-01","Lyft",14,36479,14.491,64.2,77.67,60.12,86.46,40.56,2341779.04,528612.25
"2026-02-01","Lyft",15,30764,15.484,66.97,80.82,62.69,89.96,42.17,2060304.2,476362.97
"2026-02-01","Lyft",16,32898,16.515,72.33,88.64,67.59,98.36,44.2,2379386.67,543300.36
"2026-02-01","Lyft",17,36310,17.493,77.59,95.14,72.33,106.05,47.35,2817371.04,635168.33
"2026-02-01","Lyft",18,27606,18.466,80.14,97.28,74.7,109.6,49.32,2212217.2,509767.91
"2026-02-01","Lyft",19,18952,19.474,81.55,98.74,76.18,109.36,49.16,1545530.55,369065.07
"2026-02-01","Lyft",20,13523,20.475,83.61,101.14,78.07,111.8,49.94,1130633.73,276883.88
"2026-02-01","Lyft",21,9994,21.481,86.09,103.83,80.35,115.58,51,860398.11,214684.07
"2026-02-01","Lyft",22,8064,22.489,88.31,106.45,83.02,116.89,51.15,712112.81,181347.28
"2026-02-01","Lyft",23,6903,23.488,90.36,108.82,85.68,119.13,51.74,623746.52,162135.12
"2026-02-01","Lyft",24,5966,24.494,92.97,111.57,87.95,123.7,52.3,554638.95,146132.12
"2026-02-01","Lyft",25,6136,25.488,94.15,112.21,88.95,124.39,51.87,577704.22,156394.95
"2026-02-01","Lyft",26,5762,26.487,97.54,115.96,92.23,130.33,52.81,562024.22,152620.74
